73.2,24.48,16.7,10.91,7.04,4.64,2.47,149
73.4,24.62,16.81,10.99,7.13,4.64,2.57,149
73.6,24.76,16.92,11.05,7.13,4.66,2.51,150
73.8,24.85,16.94,11.06,7.18,4.74,2.52,151
74,24.92,17.09,11.21,7.23,4.73,2.54,151
74.2,25.12,17.09,11.26,7.27,4.8,2.6,152
74.4,25.23,17.33,11.32,7.33,4.8,2.6,153
74.6,25.39,17.37,11.34,7.34,4.88,2.68,153
74.8,25.5,17.42,11.43,7.41,4.88,2.58,154
75,25.7,17.5,11.55,7.41,4.95,2.7,155
75.2,25.79,17.64,11.59,7.49,4.97,2.68,155
75.4,25.9,17.7,11.67,7.54,5.01,2.72,156
75.6,26.05,17.81,11.79,7.6,4.98,2.72,157
75.8,26.18,17.88,11.8,7.64,5.1,2.77,157
76,26.38,17.98,11.88,7.74,5.05,2.77,158
76.2,26.42,18.12,11.91,7.66,5.14,2.78,158
76.4,26.52,18.23,12.01,7.7,5.13,2.83,159
76.6,26.73,18.31,12.07,7.77,5.16,2.83,160
76.8,26.84,18.45,12.13,7.89,5.2,2.83,160
77,27.02,18.48,12.18,7.9,5.22,2.9,161
77.2,27.14,18.57,12.2,7.98,5.26,2.93,162
77.4,27.2,18.7,12.31,8.02,5.33,2.92,162
77.6,27.44,18.85,12.35,8.04,5.35,2.88,163
77.8,27.6,18.92,12.45,8.1,5.34,2.91,164
78,27.64,19.05,12.48,8.17,5.48,2.98,164
78.2,27.82,19.09,12.59,8.19,5.48,2.97,165
78.4,27.95,19.19,12.63,8.21,5.55,2.97,166
78.6,28.13,19.21,12.72,8.3,5.55,2.99,166
78.8,28.21,19.42,12.74,8.36,5.54,3.09,167
79,28.33,19.49,12.89,8.38,5.57,3.05,168
79.2,28.48,19.59,12.95,8.38,5.62,3.12,168
79.4,28.65,19.69,12.97,8.46,5.7,3.07,169
79.6,28.73,19.75,13.03,8.56,5.7,3.13,169
79.8,28.91,19.78,13.09,8.54,5.74,3.16,170
80,29.02,19.95,13.15,8.65,5.73,3.19,171
80.2,29.15,20,13.3,8.66,5.78,3.21,171
80.4,29.34,20.13,13.34,8.66,5.8,3.17,172
80.6,29.5,20.29,13.45,8.71,5.84,3.3,173
80.8,29.62,20.35,13.48,8.8,5.88,3.26,173
81,29.67,20.44,13.52,8.84,5.95,3.32,174
81.2,29.85,20.57,13.62,8.9,5.95,3.34,175
81.4,30.03,20.7,13.7,8.97,5.95,3.32,175
81.6,30.17,20.72,13.75,9.02,6.05,3.34,176
81.8,30.29,20.86,13.83,9.07,6.1,3.38,177
82,30.43,20.94,13.9,9.13,6.14,3.42,177
82.2,30.61,21.16,13.96,9.16,6.16,3.4,178
82.4,30.72,21.2,14.06,9.21,6.18,3.45,178
82.6,30.84,21.26,14.15,9.27,6.23,3.46,179
82.8,30.99,21.41,14.22,9.35,6.26,3.48,180
83,31.17,21.47,14.28,9.41,6.3,3.48,180
83.2,31.34,21.56,14.32,9.47,6.33,3.51,181
83.4,31.46,21.76,14.46,9.49,6.38,3.56,182
83.6,31.57,21.84,14.52,9.55,6.41,3.56,182
83.8,31.71,21.94,14.52,9.54,6.47,3.65,183
84,31.87,22.05,14.65,9.62,6.47,3.61,184
84.2,32.01,22.12,14.73,9.68,6.51,3.7,184
84.4,32.14,22.26,14.78,9.73,6.55,3.69,185
84.6,32.31,22.37,14.91,9.81,6.66,3.66,186
84.8,32.46,22.38,14.87,9.86,6.63,3.7,186
85,32.55,22.56,14.95,9.86,6.7,3.73,187
85.2,32.68,22.67,15.05,9.89,6.7,3.75,187
85.4,32.82,22.78,15.16,9.98,6.74,3.82,188
85.6,32.98,22.84,15.25,10.06,6.77,3.8,189
85.8,33.16,22.99,15.38,10.08,6.82,3.84,189
86,33.32,23.05,15.34,10.16,6.87,3.86,190
86.2,33.44,23.16,15.48,10.21,6.93,3.9,191
86.4,33.59,23.23,15.58,10.25,6.91,3.9,191
86.6,33.76,23.38,15.6,10.32,7.02,3.94,192
86.8,33.86,23.4,15.68,10.43,7.05,3.95,192
87,34.04,23.5,15.69,10.41,7.05,4,193
87.2,34.16,23.66,15.79,10.46,7.02,4.02,194
